sample,gene_family,transcript_name,transcript_length,nr_reads,min_read_len,median_read_len,max_read_len
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_17_support_19,996,12,204,393,999
Bornean orangutan,PRY,REPLICATE1_transcript_1_support_6REPLICATE2_transcript_0_support_8,283,121,54,180,414
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_2_support_9,156,77,54,121,585
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_1_support_9,173,332,54,207,3625
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_56_support_3,111,38,54,192.5,1411
Bornean orangutan,PRY,REPLICATE1_transcript_7_support_9REPLICATE2_transcript_14_support_4,1141,36,165,1141,1671
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_6_support_3,381,28,115,364,594
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_7_support_3,302,131,207,229,249
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_46_support_3,538,45,70,493,3216
Bornean orangutan,PRY,REPLICATE1_transcript_7_support_52REPLICATE2_transcript_7_support_52,398,413,52,398,1441
Bornean orangutan,PRY,REPLICATE1_transcript_15_support_8REPLICATE2_transcript_10_support_3,224,128,51,326.5,2601
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_4_support_2,223,7,222,222,255
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_16_support_3,248,145,73,229,1937
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_6_support_10,243,33,227,243,960
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_19_support_5,102,17,76,322,328
Bornean orangutan,PRY,REPLICATE1_transcript_1_support_3REPLICATE2_transcript_1_support_4,595,181,56,236,3625
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_48_support_3,1643,11,365,1580,2296
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_4_support_3,168,103,56,271,2411
Bornean orangutan,PRY,REPLICATE1_transcript_5_support_8REPLICATE2_transcript_5_support_6,68,40,63,68,102
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_13_support_3,195,63,59,139,1607
Bornean orangutan,PRY,REPLICATE1_transcript_4_support_3REPLICATE2_transcript_4_support_4,178,276,50,246.5,1849
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_9_support_6,186,45,66,89,247
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_0_support_2,80,19,51,76,413
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_11_support_2,326,120,54,247,2329
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_11_support_5,267,157,53,275,3999
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_1_support_3,424,34,59,186,871
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_0_support_3,117,69,73,286,1937
Bornean orangutan,PRY,REPLICATE1_transcript_27_support_5REPLICATE2_transcript_18_support_2,725,46,345,717,1782
Bornean orangutan,PRY,REPLICATE1_transcript_73_support_8REPLICATE2_transcript_53_support_6,417,193,51,366,2261
Bornean orangutan,PRY,REPLICATE1_transcript_2_support_2REPLICATE2_transcript_1_support_2,106,403,52,224,2666
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_10_support_4,58,94,50,292,1849
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_42_support_3,874,8,762,811,952
Bornean orangutan,PRY,REPLICATE1_transcript_1_support_2REPLICATE2_transcript_2_support_3,802,188,55,342,2826
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_3_support_6,161,51,51,161,3108
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_8_support_3,164,66,56,353,3063
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_4_support_5,82,48,62,223.5,1674
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_30_support_3,1679,87,80,524,3506
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_17_support_3,126,227,56,294,3625
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_16_support_4,73,55,51,341,2843
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_16_support_3,363,17,53,270,1597
Bornean orangutan,PRY,REPLICATE1_transcript_5_support_5REPLICATE2_transcript_1_support_5,582,105,100,560,915
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_8_support_3,271,24,201,203.5,246
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_33_support_4,1616,12,1589,1614,1616
Bornean orangutan,PRY,REPLICATE1_transcript_3_support_5REPLICATE2_transcript_4_support_6,111,152,64,310,938
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_13_support_7,185,127,84,168,1302
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_8_support_2,146,191,51,296,3999
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_7_support_4,248,42,185,471,505
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_9_support_3,150,19,55,334,959
Bornean orangutan,PRY,REPLICATE1_transcript_8_support_6REPLICATE2_transcript_1_support_7,120,89,101,166,1011
Bornean orangutan,PRY,REPLICATE1_transcript_0_support_2REPLICATE2_transcript_0_support_8,85,136,55,193.5,2722
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_2_support_4,894,70,57,376.5,2150
Bornean orangutan,PRY,REPLICATE1_transcript_2_support_5REPLICATE2_transcript_4_support_9,779,204,51,354.5,2843
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_10_support_3,313,86,63,288,655
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_3_support_4,92,135,56,233,3625
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_13_support_5,162,120,54,247,2329
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_34_support_3,288,251,54,243,3277
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_40_support_3,360,17,190,319,450
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_19_support_7,726,3,669,677,679
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_2_support_4,494,16,251,482,517
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_117_support_3,554,298,72,305,1874
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_1_support_4,455,135,56,233,3625
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_64_support_2,263,177,54,215,2602
Bornean orangutan,PRY,REPLICATE1_transcript_51_support_3REPLICATE2_transcript_15_support_3,424,233,54,331,2602
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_38_support_4,89,191,54,249,3321
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_10_support_2,958,42,55,213.5,957
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_66_support_4,425,4,396,405.5,418
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_2_support_5,147,112,51,418.5,3341
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_18_support_7,723,78,53,299.5,3106
Bornean orangutan,PRY,REPLICATE1_transcript_1_support_6REPLICATE2_transcript_0_support_4,413,89,51,105,414
Bornean orangutan,PRY,REPLICATE1_transcript_2_support_7REPLICATE2_transcript_62_support_4,195,110,53,260,3106
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_1_support_5,88,38,59,210,3321
Bornean orangutan,RBMY,REPLICATE1_transcript_25_support_35REPLICATE2_transcript_20_support_24,549,173,408,549,558
Bornean orangutan,RBMY,longer_from_REPLICATE1_transcript_6_support_21,542,23,506,507,510
Bornean orangutan,RBMY,longer_from_REPLICATE1_transcript_56_support_5,785,52,57,747.5,1251
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_21_support_4,334,103,56,271,2411
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_57_support_2,262,25,221,288,2002
Bornean orangutan,RBMY,longer_from_REPLICATE1_transcript_3_support_19,504,57,467,468,472
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_53_support_3,660,143,482,570,648
Bornean orangutan,RBMY,longer_from_REPLICATE1_transcript_144_support_7,336,22,237,316.5,396
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_99_support_10,534,30,462,485.5,769
Bornean orangutan,RBMY,REPLICATE1_transcript_22_support_10REPLICATE2_transcript_13_support_11,464,65,456,464,486
Bornean orangutan,RBMY,longer_from_REPLICATE1_transcript_0_support_8,185,35,61,180,368
Bornean orangutan,RBMY,longer_from_REPLICATE1_transcript_28_support_3,1843,18,247,556.5,1848
Bornean orangutan,RBMY,longer_from_REPLICATE1_transcript_4_support_8,454,5,443,443,445
Bornean orangutan,RBMY,longer_from_REPLICATE1_transcript_0_support_10,814,4,755,780,782
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_9_support_20,585,51,72,304,610
Bornean orangutan,RBMY,REPLICATE1_transcript_120_support_24REPLICATE2_transcript_180_support_19,313,408,170,308,1417
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_10_support_4,418,10,215,357,868
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_9_support_6,1572,52,180,1504.5,1574
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_113_support_4,190,22,52,71,116
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_3_support_3,686,161,51,418,3341
Bornean orangutan,RBMY,longer_from_REPLICATE1_transcript_94_support_5,760,47,198,349,1299
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_5_support_2,849,8,394,418,772
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_32_support_3,361,30,176,534.5,1570
Bornean orangutan,RBMY,REPLICATE1_transcript_7_support_43REPLICATE2_transcript_11_support_28,419,257,68,418,3203
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_11_support_2,163,9,141,488,504
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_94_support_6,1149,7,1136,1145,1153
Bornean orangutan,RBMY,longer_from_REPLICATE1_transcript_97_support_2,1008,24,931,986,1135
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_115_support_3,712,12,427,467.5,716
Bornean orangutan,RBMY,REPLICATE1_transcript_158_support_11REPLICATE2_transcript_93_support_9,739,390,266,473,764
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_17_support_3,999,19,247,405,978
Bornean orangutan,RBMY,longer_from_REPLICATE2_transcript_116_support_3,904,33,191,824,1888
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_44_support_13,572,107,430,465,588
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_194_support_3,316,294,256,313,3403
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_192_support_2,463,108,237,365.5,1790
Bornean orangutan,TSPY,REPLICATE1_transcript_23_support_45REPLICATE2_transcript_17_support_48,383,391,55,383,2826
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_172_support_12,267,81,142,230,1777
Bornean orangutan,TSPY,longer_from_REPLICATE2_transcript_86_support_4,1083,15,1058,1082,1594
Bornean orangutan,TSPY,longer_from_REPLICATE2_transcript_179_support_3,617,236,238,466.5,620
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_115_support_3,1216,21,1193,1210,1247
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_149_support_4,397,15,330,881,2287
Bornean orangutan,TSPY,longer_from_REPLICATE2_transcript_155_support_13,335,110,237,257,367
Bornean orangutan,TSPY,REPLICATE1_transcript_12_support_4REPLICATE2_transcript_8_support_3,291,192,68,219.5,3203
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_252_support_5,1087,3,1049,1051,1070
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_110_support_3,317,173,51,222,2601
Bornean orangutan,TSPY,REPLICATE1_transcript_292_support_4REPLICATE2_transcript_69_support_3,288,88,126,294,2760
Bornean orangutan,TSPY,longer_from_REPLICATE2_transcript_105_support_3,372,7,349,378,395
Bornean orangutan,TSPY,longer_from_REPLICATE2_transcript_115_support_3,721,26,460,605.5,1074
Bornean orangutan,TSPY,longer_from_REPLICATE2_transcript_97_support_6,527,5,466,477,502
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_217_support_7,679,100,51,609.5,2843
Bornean orangutan,TSPY,REPLICATE1_transcript_331_support_3REPLICATE2_transcript_304_support_2,739,19,706,739,786
Bornean orangutan,TSPY,longer_from_REPLICATE2_transcript_10_support_3,468,8,396,410,426
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_107_support_26,1115,98,865,1075,2478
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_40_support_6,379,593,240,266,365
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_155_support_2,758,11,656,673,724
Bornean orangutan,TSPY,longer_from_REPLICATE2_transcript_224_support_3,1133,22,1030,1050,1067
Bornean orangutan,TSPY,longer_from_REPLICATE2_transcript_65_support_3,1113,13,1060,1077,1090
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_18_support_6,259,97,162,211,1541
Bornean orangutan,TSPY,longer_from_REPLICATE2_transcript_37_support_3,246,11,154,191,247
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_41_support_3,453,162,218,353,426
Bornean orangutan,TSPY,REPLICATE1_transcript_109_support_5REPLICATE2_transcript_77_support_6,1113,194,770,1113,1600
Bornean orangutan,TSPY,REPLICATE1_transcript_46_support_3REPLICATE2_transcript_44_support_3,222,62,176,400,1570
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_148_support_9,149,4,92,92,94
Bornean orangutan,TSPY,REPLICATE1_transcript_113_support_7REPLICATE2_transcript_83_support_7,1216,61,1126,1211,1227
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_158_support_2,292,46,259,285,295
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_154_support_4,757,37,670,711,2148
Bornean orangutan,TSPY,longer_from_REPLICATE2_transcript_15_support_4,471,283,50,375,1613
Bornean orangutan,TSPY,longer_from_REPLICATE2_transcript_47_support_4,293,206,253,265,311
Bornean orangutan,TSPY,longer_from_REPLICATE2_transcript_40_support_7,508,78,228,447.5,2114
Bornean orangutan,TSPY,longer_from_REPLICATE1_transcript_306_support_3,421,31,335,340,436
Bornean orangutan,VCY_h,REPLICATE1_transcript_71_support_3REPLICATE2_transcript_37_support_3,500,582,127,246,1789
Bornean orangutan,VCY_h,longer_from_REPLICATE2_transcript_20_support_3,234,84,156,188,2019
Bornean orangutan,VCY_h,REPLICATE1_transcript_145_support_24REPLICATE2_transcript_138_support_15,528,216,463,522.5,575
Bornean orangutan,VCY_h,REPLICATE1_transcript_130_support_17REPLICATE2_transcript_115_support_10,528,214,53,499,3248
Bornean orangutan,VCY_h,longer_from_REPLICATE1_transcript_129_support_4,500,64,142,229,1777
Bornean orangutan,VCY_h,REPLICATE1_transcript_321_support_5REPLICATE2_transcript_315_support_2,391,192,50,287,741
Bornean orangutan,VCY_h,REPLICATE1_transcript_50_support_10REPLICATE2_transcript_66_support_11,297,61,180,297,1541
Bornean orangutan,VCY_h,REPLICATE1_transcript_205_support_3REPLICATE2_transcript_30_support_2,595,268,476,501,613
Bornean orangutan,VCY_h,longer_from_REPLICATE1_transcript_7_support_4,287,177,54,242,2329
Bornean orangutan,VCY_h,REPLICATE1_transcript_52_support_5REPLICATE2_transcript_61_support_5,460,26,428,460,953
Bornean orangutan,VCY_h,longer_from_REPLICATE2_transcript_23_support_6,533,147,482,503,534
Bornean orangutan,VCY_h,longer_from_REPLICATE1_transcript_82_support_2,227,10,203,206,992
Bornean orangutan,VCY_h,REPLICATE1_transcript_87_support_5REPLICATE2_transcript_59_support_5,434,44,101,325.5,465
Bornean orangutan,VCY_h,longer_from_REPLICATE2_transcript_105_support_31,528,114,469,497.5,539
Bornean orangutan,VCY_h,longer_from_REPLICATE2_transcript_74_support_4,393,125,82,291,1549
Bornean orangutan,VCY_h,longer_from_REPLICATE2_transcript_1_support_5,554,29,486,499,507
Bornean orangutan,VCY_h,REPLICATE1_transcript_136_support_6REPLICATE2_transcript_127_support_18,528,205,173,520,1636
Bornean orangutan,VCY_h,longer_from_REPLICATE2_transcript_188_support_3,427,3,395,395,399
Bornean orangutan,VCY_h,longer_from_REPLICATE1_transcript_65_support_2,347,44,69,459.5,1789
Bornean orangutan,VCY_h,REPLICATE1_transcript_47_support_2REPLICATE2_transcript_62_support_10,386,28,369,387,409
Bornean orangutan,VCY_h,REPLICATE1_transcript_31_support_14REPLICATE2_transcript_8_support_9,233,193,140,232,1541
Bornean orangutan,VCY_h,longer_from_REPLICATE1_transcript_18_support_3,328,128,168,287,791
Bornean orangutan,VCY_h,REPLICATE1_transcript_80_support_5REPLICATE2_transcript_48_support_5,443,20,428,444,469
Bornean orangutan,VCY_h,longer_from_REPLICATE1_transcript_38_support_6,342,47,55,317,1673
Bornean orangutan,VCY_h,REPLICATE1_transcript_120_support_12REPLICATE2_transcript_107_support_4,528,100,476,506.5,3026
Bornean orangutan,VCY_h,REPLICATE1_transcript_25_support_20REPLICATE2_transcript_146_support_21,528,162,457,509.5,546
Bornean orangutan,VCY_h,REPLICATE1_transcript_68_support_2REPLICATE2_transcript_73_support_3,503,159,359,372,1106
Bornean orangutan,VCY_h,longer_from_REPLICATE2_transcript_11_support_5,338,186,51,292,2411
Bornean orangutan,VCY_h,longer_from_REPLICATE1_transcript_16_support_3,555,121,493,501,541
Bornean orangutan,VCY_h,REPLICATE1_transcript_38_support_13REPLICATE2_transcript_19_support_7,528,124,101,501,731
Bornean orangutan,VCY_h,longer_from_REPLICATE2_transcript_15_support_4,619,11,561,838,1124
Bornean orangutan,VCY_h,REPLICATE1_transcript_25_support_2REPLICATE2_transcript_11_support_3,393,284,55,356.5,3216
Bornean orangutan,VCY_h,longer_from_REPLICATE1_transcript_316_support_3,461,8,411,435,515
Bornean orangutan,VCY_h,longer_from_REPLICATE2_transcript_32_support_3,247,58,99,189.5,299
Bornean orangutan,VCY_h,longer_from_REPLICATE2_transcript_16_support_5,528,2,496,497.5,499
Bornean orangutan,XKRY,longer_from_REPLICATE1_transcript_46_support_3,855,7,720,761,822
Bornean orangutan,XKRY,REPLICATE1_transcript_99_support_4REPLICATE2_transcript_113_support_3,827,31,475,797,836
Bornean orangutan,XKRY,longer_from_REPLICATE1_transcript_3_support_3,467,2,455,455,455
Bornean orangutan,XKRY,longer_from_REPLICATE2_transcript_0_support_3,1699,8,603,1123.5,1670
Bornean orangutan,XKRY,longer_from_REPLICATE1_transcript_6_support_3,1931,19,316,1106,1915
Bornean orangutan,XKRY,longer_from_REPLICATE2_transcript_67_support_2,885,14,376,638.5,917
Bornean orangutan,XKRY,REPLICATE1_transcript_96_support_8REPLICATE2_transcript_110_support_3,827,38,797,1066,3252
Bornean orangutan,XKRY,longer_from_REPLICATE1_transcript_30_support_3,1396,54,54,526,3221
Bornean orangutan,XKRY,REPLICATE1_transcript_15_support_2REPLICATE2_transcript_21_support_2,1592,31,53,1590,1606
Bornean orangutan,XKRY,longer_from_REPLICATE1_transcript_106_support_9,705,9,663,696,718
Bornean orangutan,XKRY,longer_from_REPLICATE2_transcript_123_support_4,1092,2,1087,1089.5,1092
Bornean orangutan,XKRY,longer_from_REPLICATE2_transcript_109_support_4,682,11,605,638,646
Bornean orangutan,XKRY,longer_from_REPLICATE1_transcript_29_support_5,1136,8,1111,1135,1138
Bornean orangutan,XKRY,longer_from_REPLICATE2_transcript_77_support_6,1596,16,477,850.5,1888
Bornean orangutan,XKRY,longer_from_REPLICATE1_transcript_115_support_3,475,6,457,475,633
Bornean orangutan,XKRY,REPLICATE1_transcript_101_support_10REPLICATE2_transcript_115_support_4,872,41,866,872,893
Bornean orangutan,XKRY,longer_from_REPLICATE2_transcript_126_support_3,1012,233,54,712,2712
Bornean orangutan,XKRY,longer_from_REPLICATE1_transcript_131_support_3,1143,4,1089,1090.5,1096
Sumatran orangutan,BPY2,longer_from_REPLICATE2_transcript_0_support_13,471,31,467,468,477
Sumatran orangutan,BPY2,longer_from_REPLICATE2_transcript_8_support_2,783,6,779,779,814
Sumatran orangutan,BPY2,longer_from_REPLICATE1_transcript_61_support_28,331,14,260,327,338
Sumatran orangutan,BPY2,longer_from_REPLICATE2_transcript_20_support_2,1748,22,380,437,1737
Sumatran orangutan,BPY2,longer_from_REPLICATE2_transcript_87_support_3,340,5,267,267,267
Sumatran orangutan,BPY2,REPLICATE1_transcript_42_support_6REPLICATE2_transcript_71_support_4,393,110,205,240,427
Sumatran orangutan,BPY2,longer_from_REPLICATE1_transcript_36_support_4,566,16,476,506,1056
Sumatran orangutan,BPY2,longer_from_REPLICATE1_transcript_68_support_2,801,44,80,686,1940
Sumatran orangutan,BPY2,REPLICATE1_transcript_33_support_7REPLICATE2_transcript_58_support_5,412,160,223,385,2153
Sumatran orangutan,BPY2,longer_from_REPLICATE2_transcript_12_support_6,803,16,779,796.5,814
Sumatran orangutan,BPY2,longer_from_REPLICATE2_transcript_32_support_32,530,60,132,389,555
Sumatran orangutan,CDY,REPLICATE1_transcript_76_support_7REPLICATE2_transcript_106_support_8,2083,50,614,2083,2131
Sumatran orangutan,CDY,longer_from_REPLICATE1_transcript_14_support_3,1909,7,1841,1867,1873
Sumatran orangutan,CDY,longer_from_REPLICATE2_transcript_12_support_3,2135,21,513,519,2074
Sumatran orangutan,CDY,longer_from_REPLICATE1_transcript_46_support_56,119,11,69,103,145
Sumatran orangutan,CDY,longer_from_REPLICATE2_transcript_112_support_2,2080,8,945,965,2102
Sumatran orangutan,CDY,longer_from_REPLICATE2_transcript_87_support_3,2157,50,391,2087,2415
Sumatran orangutan,CDY,longer_from_REPLICATE1_transcript_102_support_3,2115,10,498,506,2103
Sumatran orangutan,CDY,longer_from_REPLICATE2_transcript_273_support_3,247,30,198,305.5,320
Sumatran orangutan,CDY,longer_from_REPLICATE2_transcript_28_support_5,2124,3,2044,2069,2070
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_0_support_2,124,19,90,121,171
Sumatran orangutan,DAZ,longer_from_REPLICATE1_transcript_47_support_15,618,18,526,538,540
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_3_support_3,161,191,50,277,2140
Sumatran orangutan,DAZ,longer_from_REPLICATE1_transcript_2_support_2,455,109,51,403,3053
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_39_support_5,268,30,165,365,902
Sumatran orangutan,DAZ,REPLICATE1_transcript_17_support_12REPLICATE2_transcript_12_support_10,95,140,78,183.5,224
Sumatran orangutan,DAZ,longer_from_REPLICATE1_transcript_26_support_16,445,14,387,388,396
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_18_support_3,761,63,50,676,2589
Sumatran orangutan,DAZ,longer_from_REPLICATE1_transcript_182_support_4,1876,10,1824,1832.5,1860
Sumatran orangutan,DAZ,longer_from_REPLICATE1_transcript_75_support_20,504,10,478,484,504
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_88_support_8,297,25,221,259,574
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_11_support_3,377,167,50,220,3186
Sumatran orangutan,DAZ,REPLICATE1_transcript_23_support_5REPLICATE2_transcript_26_support_13,413,65,53,413,3262
Sumatran orangutan,DAZ,longer_from_REPLICATE1_transcript_21_support_9,275,74,61,220,773
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_7_support_6,2328,37,57,169,2348
Sumatran orangutan,DAZ,REPLICATE1_transcript_16_support_4REPLICATE2_transcript_12_support_4,151,246,55,241.5,3954
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_6_support_6,428,27,100,123,413
Sumatran orangutan,DAZ,REPLICATE1_transcript_8_support_5REPLICATE2_transcript_3_support_4,91,56,61,91,602
Sumatran orangutan,DAZ,REPLICATE1_transcript_23_support_2REPLICATE2_transcript_36_support_8,2977,26,643,2977,3000
Sumatran orangutan,DAZ,longer_from_REPLICATE1_transcript_0_support_6,140,94,80,208,3140
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_4_support_5,1266,83,133,461,1289
Sumatran orangutan,DAZ,REPLICATE1_transcript_12_support_2REPLICATE2_transcript_14_support_8,670,130,231,520,2256
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_60_support_5,2099,69,96,509,3455
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_8_support_3,97,36,57,90,806
Sumatran orangutan,DAZ,longer_from_REPLICATE1_transcript_31_support_2,422,74,361,388,1826
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_4_support_4,377,35,71,203,2074
Sumatran orangutan,DAZ,longer_from_REPLICATE1_transcript_5_support_5,240,19,136,164,646
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_55_support_2,513,77,53,154,583
Sumatran orangutan,DAZ,REPLICATE1_transcript_29_support_7REPLICATE2_transcript_116_support_4,553,114,53,485,1088
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_107_support_3,192,8,178,277.5,2798
Sumatran orangutan,DAZ,longer_from_REPLICATE1_transcript_57_support_6,596,164,66,500,3271
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_20_support_3,2372,25,489,491,2333
Sumatran orangutan,DAZ,longer_from_REPLICATE1_transcript_117_support_4,451,10,431,431,431
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_1_support_8,461,117,376,435,495
Sumatran orangutan,DAZ,REPLICATE1_transcript_76_support_3REPLICATE2_transcript_30_support_6,778,137,50,785,2589
Sumatran orangutan,DAZ,longer_from_REPLICATE2_transcript_75_support_3,2425,5,2301,2332,2365
Sumatran orangutan,DAZ,REPLICATE1_transcript_28_support_8REPLICATE2_transcript_115_support_15,456,324,51,384.5,3093
Sumatran orangutan,HSFY,longer_from_REPLICATE2_transcript_259_support_3,599,3,508,514,540
Sumatran orangutan,HSFY,longer_from_REPLICATE2_transcript_117_support_2,1403,21,1386,1393,1455
Sumatran orangutan,HSFY,longer_from_REPLICATE1_transcript_179_support_3,1269,9,1254,1256,1264
Sumatran orangutan,HSFY,longer_from_REPLICATE1_transcript_79_support_11,1402,45,1356,1399,1408
Sumatran orangutan,HSFY,longer_from_REPLICATE1_transcript_2_support_4,339,27,107,314,2363
Sumatran orangutan,HSFY,longer_from_REPLICATE1_transcript_80_support_3,994,94,126,358.5,2568
Sumatran orangutan,HSFY,longer_from_REPLICATE1_transcript_3_support_4,280,102,126,267,2568
Sumatran orangutan,HSFY,longer_from_REPLICATE2_transcript_123_support_14,1404,126,1297,1395,1425
Sumatran orangutan,HSFY,longer_from_REPLICATE2_transcript_207_support_2,1121,3,1056,1089,1118
Sumatran orangutan,HSFY,longer_from_REPLICATE1_transcript_25_support_3,514,77,92,379,3180
Sumatran orangutan,HSFY,longer_from_REPLICATE1_transcript_178_support_5,203,272,50,139.5,1381
Sumatran orangutan,HSFY,REPLICATE1_transcript_55_support_12REPLICATE2_transcript_78_support_9,107,147,51,107,2142
Sumatran orangutan,HSFY,longer_from_REPLICATE1_transcript_100_support_18,1404,75,1303,1370,1408
Sumatran orangutan,HSFY,longer_from_REPLICATE1_transcript_5_support_5,200,13,185,186,190
Sumatran orangutan,HSFY,longer_from_REPLICATE2_transcript_6_support_5,371,43,127,278,677
Sumatran orangutan,HSFY,REPLICATE1_transcript_94_support_4REPLICATE2_transcript_124_support_7,1403,61,1377,1404,1424
Sumatran orangutan,HSFY,longer_from_REPLICATE1_transcript_33_support_3,595,11,499,512,531
Sumatran orangutan,HSFY,longer_from_REPLICATE2_transcript_262_support_5,248,9,217,224,224
Sumatran orangutan,HSFY,longer_from_REPLICATE2_transcript_8_support_27,121,18,110,110,113
Sumatran orangutan,HSFY,longer_from_REPLICATE2_transcript_201_support_9,203,16,127,518.5,529
Sumatran orangutan,HSFY,longer_from_REPLICATE1_transcript_14_support_6,122,108,73,78,105
